page_id,NAME,ID,ALIGN,EYE,HAIR,SEX,LGBTQ,ALIVE,APPEARANCES,MONTH_FA,YEAR_FA,UNIVERSE
453101,Matzu (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,June,1941,Marvel
451685,McCool (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,March,1941,Marvel
455150,Menace (Hangor) (Earth-616),Secret Identity,Bad Characters,NA,Red Hair,Male Characters,FALSE,Living Characters,1,September,1941,Marvel
454827,Mike Zelby (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,August,1941,Marvel
89968,Mildred Manor (Earth-616),NA,NA,NA,NA,NA,FALSE,Living Characters,1,March,1941,Marvel
466869,Mister Falton (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,December,1941,Marvel
459396,Mister Feritt (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,November,1941,Marvel
454845,Mister Howe (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,September,1941,Marvel
451934,Mister Million (Earth-616),Secret Identity,Good Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,1,April,1941,Marvel
456963,Mona Lake (Earth-616),NA,NA,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,September,1941,Marvel
451525,Mor the Mighty (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,March,1941,Marvel
456955,N-4 (Earth-616),Secret Identity,Bad Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,September,1941,Marvel
460373,Nick Pinto (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,December,1941,Marvel
455054,Nicolai Vardoff (Earth-616),Secret Identity,Neutral Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,September,1941,Marvel
89822,Number 5 (Captain America Comics) (Earth-616),Secret Identity,NA,NA,NA,NA,FALSE,Living Characters,1,March,1941,Marvel
454138,Pepo Laroc (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,August,1941,Marvel
90955,Phadion (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,March,1941,Marvel
459393,Pierre Dumort (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,November,1941,Marvel
90025,Piggy Perroni (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,NA,FALSE,Living Characters,1,March,1941,Marvel
454048,Prince Itor (Earth-616),Public Identity,Bad Characters,Black Eyes,NA,Male Characters,FALSE,Deceased Characters,1,July,1941,Marvel
451469,Prince Omei (Earth-616),Public Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,February,1941,Marvel
451446,Professor Donaire (Earth-616),Public Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,January,1941,Marvel
456960,Professor Dorn (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,September,1941,Marvel
90030,Prosecutor Nelson (Earth-616),NA,NA,NA,NA,NA,FALSE,Living Characters,1,March,1941,Marvel
89814,Rathcone (Earth-616),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,FALSE,Living Characters,1,March,1941,Marvel
455364,Rathia (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,September,1941,Marvel
451443,Rhamu Rondi (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,January,1941,Marvel
90944,Rhaya (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Female Characters,FALSE,Deceased Characters,1,March,1941,Marvel
452826,Ricardo Amegos (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,March,1941,Marvel
468114,Robert Goom (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,December,1941,Marvel
451532,Robert Harrison (Earth-616),Public Identity,Good Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,1,March,1941,Marvel
451590,Robert Roland (Earth-616),No Dual Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,March,1941,Marvel
752998,Rudolf Norsen (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,December,1941,Marvel
451584,Running Elk (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,March,1941,Marvel
459450,Saba Hamud (Earth-616),Public Identity,Good Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,October,1941,Marvel
454786,Sally Kean (Earth-616),Public Identity,Good Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,August,1941,Marvel
458848,Scar (Earth-616),Secret Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,October,1941,Marvel
452892,Scarface Rispoli (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,May,1941,Marvel
451560,Scoops Winston (Earth-616),Public Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,March,1941,Marvel
459482,Silky Kirby (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,November,1941,Marvel
451528,Singa (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,March,1941,Marvel
89970,Slug (Henchman) (Earth-616),NA,NA,NA,NA,NA,FALSE,Living Characters,1,March,1941,Marvel
452888,Soothsayer (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,May,1941,Marvel
454235,Sphinx Hechel (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,August,1941,Marvel
458852,Strangler (Challenger Foe) (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,October,1941,Marvel
89817,Strangler (Earth-616),NA,NA,NA,NA,Male Characters,FALSE,Living Characters,1,March,1941,Marvel
451592,Sub-Earth Man (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,March,1941,Marvel
238445,Super Slave (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,March,1941,Marvel
452728,Tim Skelly (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,April,1941,Marvel
90021,Trigger Bates (Earth-616),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,March,1941,Marvel
468539,Ulbrecht Arzt (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,December,1941,Marvel
458594,Ulrich Kuster (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,1,October,1941,Marvel
451552,Vince Garone (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,March,1941,Marvel
459472,Walter Carstairs (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,November,1941,Marvel
451761,Wax Man (Dobbs) (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,April,1941,Marvel
461619,Wilhelm von Sin (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,December,1941,Marvel
460399,Zarpo (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,December,1941,Marvel
459480,Zombo (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,November,1941,Marvel
477315,Admiral Nippo (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,June,1942,Marvel
472372,Admiral Nodope (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,May,1942,Marvel
471185,Agent X (WWII Japanese Spy) (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,March,1942,Marvel
478822,Ah Knee (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,August,1942,Marvel
483403,Albri Leiricgrie (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,December,1942,Marvel
469039,Anton Devere (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,March,1942,Marvel
483799,Anton Harvey (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,December,1942,Marvel
484648,B.R. Howard (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,December,1942,Marvel
468722,Baby Dean (Earth-616),No Dual Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,February,1942,Marvel
483408,Balthar (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,December,1942,Marvel
484165,Baron and Baroness Kidersky (Earth-616),No Dual Identity,Bad Characters,NA,Black Hair,NA,FALSE,Living Characters,1,December,1942,Marvel
477561,Baron Girbel (Earth-616),Secret Identity,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,1,June,1942,Marvel
472497,Baron Uhh (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,May,1942,Marvel
480135,Beast of Cactus Canyon (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,August,1942,Marvel
481457,Big Eyes (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,September,1942,Marvel
481339,Big Sutton (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,August,1942,Marvel
468345,Black Carlo (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,January,1942,Marvel
469314,Booie Dawdly (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,March,1942,Marvel
483805,Brander (Earth-616),Secret Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Living Characters,1,December,1942,Marvel
477528,Budd Powers (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,June,1942,Marvel
469304,Buka (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,March,1942,Marvel
476711,Bull in the China Shop (Earth-616),Secret Identity,Bad Characters,NA,NA,NA,FALSE,Living Characters,1,June,1942,Marvel
481346,Bull Murdock (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Living Characters,1,August,1942,Marvel
335422,Butch (Tough Kid Squad) (Earth-616),Secret Identity,Good Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,March,1942,Marvel
477533,Butch Brogan (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,June,1942,Marvel
484653,Caleb Crane (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,December,1942,Marvel
476698,Captain Cookie (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,June,1942,Marvel
483437,Captain Cutter (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,December,1942,Marvel
477320,Captain Nitsu (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,June,1942,Marvel
480237,Captain Nokuru (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,August,1942,Marvel
483803,Captain von Nuisance (Earth-616),Public Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,December,1942,Marvel
474719,Captain von Spitz (Earth-616),Public Identity,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,1,June,1942,Marvel
482818,Charles Chewatt (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Living Characters,1,November,1942,Marvel
466573,Charley Boswell (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Living Characters,1,January,1942,Marvel
468474,Clancy Mullaney (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,January,1942,Marvel
483434,Claude Nite (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,December,1942,Marvel
478856,Clement Mott (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,August,1942,Marvel
484098,Colonel Schutter (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,December,1942,Marvel
470672,Colonel Yama (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,March,1942,Marvel
482708,Colonel Zinzer (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,October,1942,Marvel
483348,Commander Kornstalk (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,November,1942,Marvel
482379,Count Vicaro (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,September,1942,Marvel
466569,Countess Mara (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,January,1942,Marvel
468472,Cupid Cueball (Earth-616),Public Identity,Good Characters,NA,Bald,Male Characters,FALSE,Living Characters,1,January,1942,Marvel
481335,Deena Drayson (Earth-616),Public Identity,Good Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,August,1942,Marvel
336331,Derrick Dawes (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,March,1942,Marvel
477324,Doctor Foster (1940s) (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,June,1942,Marvel
482828,Doctor Jorlstead (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,November,1942,Marvel
469439,Doctor Klutch (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Living Characters,1,March,1942,Marvel
476714,Doctor Mefis (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,June,1942,Marvel
471060,Doctor Strasser (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,1,April,1942,Marvel
484650,Doctor Suki (Earth-616),Public Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Living Characters,1,December,1942,Marvel
474722,Doctor Togu (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,June,1942,Marvel
19643,Don Caldwell (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,June,1942,Marvel
469451,Don Marshall (Earth-616),Secret Identity,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Deceased Characters,1,March,1942,Marvel
336335,Eagle (Tough Kid Squad) (Earth-616),Public Identity,Good Characters,NA,Red Hair,Male Characters,FALSE,Living Characters,1,March,1942,Marvel
474505,Ed Delaney (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,May,1942,Marvel
466653,Eddie Lorey (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,January,1942,Marvel
478346,Egg-Head (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,June,1942,Marvel
466726,Eric Karlin (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,January,1942,Marvel
466647,Erich Von Wolff (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,January,1942,Marvel
482822,Fakir (Earth-616),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,November,1942,Marvel
468725,Falkon (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,February,1942,Marvel
470034,Felix Sak (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,March,1942,Marvel
482376,Felix von Shlecht (Earth-616),Public Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,September,1942,Marvel
476707,Fido (Nowhere) (Earth-616),Secret Identity,Good Characters,NA,NA,NA,FALSE,Living Characters,1,June,1942,Marvel
477551,Fish Face Friday (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,June,1942,Marvel
476314,Frank Portl (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,June,1942,Marvel
482521,Freeman Mosher (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,October,1942,Marvel
